date,store_id,store_region,sku_id,category,units_sold,revenue,promo_flag,promo_type,price,inventory_level,store_size,holiday_flag
2022-03-04,4,South,150,Household,15,97.05,0,,6.47,314,Large,0
2022-04-14,1,East,149,Snacks,5,40.3,0,,8.06,982,Medium,0
2022-10-18,8,North,143,Personal Care,8,72.96,0,,9.12,504,Large,0
2022-10-16,3,North,146,Snacks,10,80.7,0,,8.07,136,Large,1
2022-09-11,9,East,136,Beverages,9,28.26,0,,3.14,112,Medium,1
2022-04-09,3,South,142,Beverages,6,57.42,0,,9.57,301,Medium,1
2022-06-17,8,North,118,Household,7,38.15,0,,5.45,507,Medium,0
2022-05-20,1,East,125,Beverages,17,84.83,1,BuyOneGetOne,4.99,595,Medium,0
2022-05-27,7,South,109,Beverages,20,158.0,1,Discount,7.9,423,Small,0
2022-09-18,9,South,104,Household,8,35.84,0,,4.48,285,Small,1
2022-10-07,5,North,114,Household,6,59.76,0,,9.96,943,Large,0
2022-11-13,10,South,130,Dairy,9,28.08,0,,3.12,721,Small,1
2022-04-26,6,South,143,Dairy,8,68.48,0,,8.56,111,Small,0
2022-03-08,7,East,143,Household,10,32.1,0,,3.21,673,Medium,0
2022-04-30,4,East,146,Snacks,14,89.32,0,,6.38,440,Large,1
2022-12-09,1,North,117,Snacks,11,104.5,0,,9.5,820,Medium,0
2022-04-17,3,East,141,Snacks,13,32.24,0,,2.48,638,Large,1
2022-02-04,10,East,131,Dairy,26,44.98,1,FlashSale,1.73,450,Large,0
2022-08-17,1,East,149,Dairy,12,56.16,1,Discount,4.68,506,Medium,0
2022-08-10,9,East,108,Beverages,13,80.34,0,,6.18,101,Large,0
2022-09-29,2,East,120,Household,12,50.16,0,,4.18,682,Small,0
2022-02-15,7,North,146,Dairy,11,58.08,0,,5.28,941,Medium,0
2022-01-06,2,South,134,Snacks,9,71.37,0,,7.93,993,Small,0
2022-06-12,5,South,128,Household,9,19.08,0,,2.12,313,Large,1
2022-10-22,1,North,122,Snacks,9,73.17,0,,8.13,975,Small,1
2022-12-02,5,East,117,Dairy,7,38.64,0,,5.52,943,Medium,0
2022-05-17,10,South,115,Dairy,8,36.56,0,,4.57,598,Small,0
2022-05-08,5,East,116,Household,17,165.92,0,,9.76,558,Small,1
2022-02-01,9,South,148,Snacks,24,192.0,1,FlashSale,8.0,841,Medium,0
2022-09-05,2,South,124,Dairy,5,25.2,0,,5.04,710,Large,0
2022-10-31,8,East,137,Dairy,25,59.25,1,FlashSale,2.37,144,Small,0
2022-11-10,6,East,111,Personal Care,12,25.92,0,,2.16,116,Large,0
2022-02-06,8,South,105,Household,14,105.56,1,FlashSale,7.54,778,Medium,1
2022-10-15,2,South,102,Beverages,10,59.8,0,,5.98,593,Large,1
2022-10-20,5,South,148,Beverages,6,57.0,0,,9.5,369,Large,0
2022-06-12,1,South,105,Dairy,13,121.68,0,,9.36,803,Large,1
2022-07-02,3,North,123,Personal Care,14,78.68,0,,5.62,644,Medium,1
2022-02-04,6,East,102,Snacks,14,109.06,0,,7.79,167,Large,0
2022-03-18,2,East,104,Beverages,15,128.4,0,,8.56,116,Medium,0
2022-11-06,4,South,124,Snacks,11,81.95,0,,7.45,429,Small,1
2022-12-23,9,South,119,Beverages,7,48.93,0,,6.99,641,Large,0
2022-04-28,3,South,123,Personal Care,7,33.74,0,,4.82,704,Large,0
2022-09-05,5,East,107,Snacks,21,73.5,1,Discount,3.5,277,Large,0
2022-01-25,9,North,106,Household,5,31.85,0,,6.37,661,Small,0
2022-08-22,2,South,114,Dairy,13,53.17,0,,4.09,279,Medium,0
2022-08-30,1,North,111,Dairy,14,77.98,0,,5.57,277,Large,0
2022-11-18,1,South,124,Dairy,19,98.99,1,Discount,5.21,342,Small,0
2022-03-27,2,South,112,Personal Care,19,51.3,1,BuyOneGetOne,2.7,321,Small,1
2022-03-21,1,South,103,Dairy,8,16.08,0,,2.01,379,Large,0
2022-12-08,3,South,126,Beverages,30,67.2,1,Discount,2.24,640,Medium,0
2022-07-06,4,North,138,Beverages,7,30.8,0,,4.4,523,Large,0
2022-08-31,4,North,145,Snacks,6,14.58,0,,2.43,809,Medium,0
2022-05-25,6,East,123,Personal Care,8,49.2,0,,6.15,865,Medium,0
2022-12-30,3,North,140,Household,11,62.59,0,,5.69,749,Medium,0
2022-05-28,9,South,127,Dairy,9,52.02,0,,5.78,655,Small,1
2022-12-21,7,East,134,Snacks,10,21.2,0,,2.12,628,Small,0
2022-01-22,3,North,105,Dairy,15,89.85,0,,5.99,220,Medium,1
2022-08-25,8,North,123,Personal Care,9,29.25,0,,3.25,932,Small,0
2022-06-29,9,North,118,Beverages,18,50.04,1,Discount,2.78,126,Large,0
2022-02-20,1,South,103,Snacks,15,36.0,0,,2.4,760,Medium,1
2022-09-24,1,East,102,Snacks,12,47.52,0,,3.96,482,Large,1
2022-09-14,8,South,124,Household,21,88.62,1,Discount,4.22,792,Small,0
2022-06-24,4,East,116,Household,9,58.5,0,,6.5,860,Large,0
2022-02-17,7,East,143,Household,13,84.24,0,,6.48,732,Small,0
2022-10-18,6,South,139,Household,9,61.74,0,,6.86,800,Medium,0
2022-04-17,4,East,110,Dairy,7,29.33,0,,4.19,418,Medium,1
2022-06-11,4,East,101,Beverages,21,71.82,1,BuyOneGetOne,3.42,152,Large,1
2022-01-29,8,North,112,Snacks,23,139.15,1,FlashSale,6.05,972,Large,1
2022-04-11,7,North,135,Personal Care,8,61.04,0,,7.63,463,Large,0
2022-11-26,10,North,101,Snacks,14,49.28,0,,3.52,890,Small,1
2022-07-11,1,South,120,Snacks,11,55.33,0,,5.03,463,Large,0
2022-11-26,1,East,107,Dairy,13,84.5,0,,6.5,782,Large,1
2022-02-03,10,South,139,Snacks,10,21.7,0,,2.17,245,Small,0
2022-10-28,1,East,145,Household,14,73.78,0,,5.27,358,Medium,0
2022-11-10,6,South,147,Beverages,8,31.76,0,,3.97,302,Medium,0
2022-01-10,10,South,101,Dairy,13,96.33,0,,7.41,381,Small,0
2022-01-28,9,South,122,Household,10,94.8,0,,9.48,605,Small,0
2022-09-28,2,North,101,Dairy,17,48.11,1,FlashSale,2.83,450,Large,0
2022-05-04,3,South,120,Household,10,55.1,0,,5.51,604,Large,0
2022-02-11,5,East,105,Household,12,101.4,0,,8.45,768,Small,0
2022-03-25,5,North,134,Personal Care,9,64.71,0,,7.19,451,Small,0
2022-08-31,9,South,129,Snacks,12,72.0,0,,6.0,425,Small,0
2022-03-07,1,South,119,Beverages,15,123.3,0,,8.22,483,Medium,0
2022-06-01,2,South,136,Household,13,28.6,0,,2.2,156,Small,0
2022-04-15,8,East,108,Beverages,10,41.2,0,,4.12,868,Small,0
2022-08-28,5,South,106,Beverages,17,45.22,0,,2.66,988,Medium,1
2022-01-23,3,East,109,Dairy,2,10.92,0,,5.46,701,Small,1
2022-02-11,1,South,135,Beverages,9,83.79,0,,9.31,578,Small,0
2022-01-07,2,East,139,Personal Care,9,33.03,0,,3.67,664,Large,0
2022-01-03,1,North,144,Dairy,7,32.48,0,,4.64,833,Small,0
2022-03-12,10,East,131,Snacks,7,20.37,0,,2.91,850,Small,1
2022-09-05,3,North,106,Snacks,8,18.08,0,,2.26,136,Large,0
2022-12-02,10,East,123,Dairy,19,67.26,1,BuyOneGetOne,3.54,143,Medium,0
2022-01-11,4,North,133,Dairy,9,60.39,0,,6.71,158,Large,0
2022-07-16,4,North,128,Dairy,16,89.76,0,,5.61,757,Large,1
2022-01-29,7,North,114,Beverages,9,88.38,0,,9.82,948,Small,1
2022-09-02,6,East,123,Personal Care,5,44.8,0,,8.96,696,Small,0
2022-12-12,10,South,144,Personal Care,13,82.29,0,,6.33,465,Medium,0
2022-11-27,4,East,143,Dairy,14,101.22,0,,7.23,602,Small,1
2022-11-15,1,East,111,Dairy,22,55.44,1,FlashSale,2.52,494,Large,0
2022-06-21,6,North,140,Personal Care,26,109.46,1,BuyOneGetOne,4.21,108,Medium,0
2022-10-02,4,South,107,Personal Care,8,70.64,0,,8.83,670,Small,1
2022-01-20,9,East,121,Dairy,10,99.1,0,,9.91,822,Large,0
2022-06-24,7,South,120,Personal Care,4,25.72,0,,6.43,966,Large,0
2022-04-26,8,North,113,Snacks,6,39.96,0,,6.66,685,Small,0
2022-08-09,4,North,114,Household,11,45.21,0,,4.11,160,Medium,0
2022-05-19,3,East,128,Dairy,11,70.84,1,FlashSale,6.44,877,Small,0
2022-07-18,10,South,137,Household,6,12.18,0,,2.03,156,Large,0
2022-09-17,10,North,115,Dairy,7,27.44,0,,3.92,922,Small,1
2022-02-18,3,East,132,Dairy,10,63.4,0,,6.34,467,Small,0
2022-03-03,9,East,117,Personal Care,12,96.0,0,,8.0,584,Medium,0
2022-12-06,4,South,104,Beverages,9,58.23,0,,6.47,764,Large,0
2022-04-07,6,North,116,Snacks,16,153.76,0,,9.61,818,Small,0
2022-12-27,8,North,144,Household,15,149.85,0,,9.99,560,Medium,0
2022-03-15,9,South,143,Personal Care,25,81.0,1,FlashSale,3.24,334,Large,0
2022-08-10,3,North,115,Beverages,8,51.36,0,,6.42,511,Large,0
2022-04-04,4,North,126,Personal Care,13,112.06,0,,8.62,507,Large,0
2022-07-22,10,East,143,Dairy,11,38.39,0,,3.49,250,Large,0
2022-07-14,5,North,115,Personal Care,13,120.12,0,,9.24,974,Small,0
2022-10-16,2,South,111,Snacks,12,53.4,1,FlashSale,4.45,713,Small,1
2022-01-14,3,East,136,Personal Care,22,107.8,1,BuyOneGetOne,4.9,508,Medium,0
2022-05-11,2,East,112,Snacks,17,130.9,0,,7.7,691,Medium,0
2022-12-21,6,East,109,Household,19,49.59,0,,2.61,132,Large,0
2022-04-26,6,South,132,Personal Care,25,112.0,1,Discount,4.48,809,Small,0
2022-09-19,7,East,118,Household,10,55.2,0,,5.52,886,Large,0
2022-05-07,10,South,124,Household,9,43.38,0,,4.82,352,Medium,1
2022-06-03,5,South,147,Dairy,7,18.9,0,,2.7,295,Small,0
2022-02-14,6,East,117,Beverages,20,98.0,1,FlashSale,4.9,777,Large,0
2022-12-16,8,East,135,Snacks,7,16.8,0,,2.4,420,Large,0
2022-07-23,7,North,129,Personal Care,15,51.9,0,,3.46,394,Large,1
2022-02-01,7,North,134,Household,20,55.6,1,FlashSale,2.78,331,Small,0
2022-03-21,10,South,144,Snacks,16,89.92,1,BuyOneGetOne,5.62,652,Medium,0
2022-04-26,8,East,121,Dairy,17,69.19,0,,4.07,282,Large,0
2022-05-08,1,East,105,Beverages,14,120.4,0,,8.6,167,Medium,1
2022-06-06,7,East,134,Personal Care,12,94.8,0,,7.9,538,Large,0
2022-07-28,9,South,117,Dairy,12,108.72,0,,9.06,471,Large,0
2022-01-22,6,East,119,Snacks,11,79.86,0,,7.26,173,Large,1
2022-09-27,10,South,110,Snacks,7,38.01,0,,5.43,941,Small,0
2022-03-11,10,North,122,Household,10,57.4,0,,5.74,477,Large,0
2022-06-29,7,South,120,Personal Care,11,61.71,1,Discount,5.61,870,Medium,0
2022-07-05,1,East,142,Snacks,10,65.5,0,,6.55,339,Large,0
2022-12-04,4,North,124,Household,19,31.54,1,BuyOneGetOne,1.66,832,Medium,1
2022-01-22,1,North,144,Dairy,12,45.72,0,,3.81,789,Medium,1
2022-03-23,4,East,109,Personal Care,17,47.09,0,,2.77,116,Small,0
2022-08-14,1,East,128,Dairy,13,112.45,0,,8.65,321,Small,1
2022-07-22,2,North,135,Personal Care,14,37.8,0,,2.7,104,Large,0
2022-05-31,5,East,150,Personal Care,9,86.49,0,,9.61,382,Medium,0
2022-11-26,2,South,115,Personal Care,13,86.84,0,,6.68,213,Large,1
2022-01-25,1,East,114,Dairy,5,36.05,0,,7.21,408,Small,0
2022-01-17,5,East,105,Beverages,26,139.36,1,Discount,5.36,624,Small,0
2022-12-18,1,South,147,Household,7,62.86,0,,8.98,778,Large,1
2022-03-16,2,South,116,Personal Care,21,115.5,0,,5.5,673,Large,0
2022-05-21,4,South,149,Dairy,13,75.53,0,,5.81,132,Medium,1
2022-11-25,1,North,122,Personal Care,7,66.29,0,,9.47,598,Small,0
2022-02-25,4,East,147,Personal Care,14,137.9,0,,9.85,624,Medium,0
2022-04-05,8,East,149,Snacks,8,52.8,0,,6.6,481,Large,0
2022-12-16,7,South,116,Personal Care,5,18.85,0,,3.77,452,Medium,0
2022-04-10,7,South,137,Snacks,22,172.26,1,FlashSale,7.83,741,Medium,1
2022-01-23,6,South,139,Personal Care,13,69.16,0,,5.32,292,Small,1
2022-02-28,7,North,133,Snacks,3,27.72,0,,9.24,234,Large,0
2022-07-30,5,South,148,Personal Care,18,79.38,1,FlashSale,4.41,167,Medium,1
2022-09-13,1,East,139,Snacks,12,48.0,1,FlashSale,4.0,352,Small,0
2022-12-20,10,East,128,Beverages,8,33.2,0,,4.15,173,Medium,0
2022-05-21,5,North,138,Snacks,14,119.98,0,,8.57,397,Small,1
2022-03-17,3,North,122,Household,23,170.43,1,Discount,7.41,650,Medium,0
2022-05-20,2,North,105,Personal Care,6,29.46,0,,4.91,148,Small,0
2022-10-22,7,North,102,Dairy,14,133.7,0,,9.55,319,Small,1
2022-09-07,1,East,130,Dairy,8,16.4,0,,2.05,770,Small,0
2022-07-08,10,East,121,Beverages,27,44.55,1,FlashSale,1.65,912,Medium,0
2022-08-15,3,South,136,Beverages,17,126.99,1,BuyOneGetOne,7.47,353,Small,0
2022-01-14,10,South,108,Snacks,10,23.2,0,,2.32,545,Small,0
2022-10-01,2,North,136,Snacks,15,58.2,1,Discount,3.88,107,Medium,1
2022-07-11,5,South,145,Dairy,14,54.46,0,,3.89,640,Medium,0
2022-07-07,1,South,132,Personal Care,8,57.12,0,,7.14,400,Large,0
2022-11-04,5,South,136,Household,16,124.32,1,BuyOneGetOne,7.77,558,Large,0
2022-11-27,3,North,135,Personal Care,8,25.6,0,,3.2,483,Small,1
2022-06-07,2,East,145,Beverages,13,126.23,0,,9.71,782,Medium,0
2022-09-18,4,North,103,Personal Care,10,28.1,0,,2.81,216,Large,1
2022-07-28,4,North,107,Snacks,17,144.67,0,,8.51,699,Large,0
2022-12-11,4,North,125,Snacks,8,77.28,0,,9.66,399,Large,1
2022-02-12,9,North,126,Snacks,9,67.14,0,,7.46,808,Large,1
2022-06-05,9,East,119,Household,8,53.28,0,,6.66,794,Medium,1
2022-05-28,7,South,144,Beverages,21,44.52,1,FlashSale,2.12,507,Large,1
2022-05-27,10,North,103,Personal Care,7,53.13,0,,7.59,915,Large,0
2022-03-25,5,North,148,Personal Care,12,53.04,0,,4.42,542,Medium,0
2022-08-19,4,East,112,Household,15,85.65,0,,5.71,955,Large,0
2022-10-02,3,South,130,Dairy,15,51.3,0,,3.42,455,Large,1
2022-05-14,6,South,112,Dairy,12,85.08,1,FlashSale,7.09,415,Large,1
2022-01-19,6,North,148,Personal Care,12,101.88,0,,8.49,423,Large,0
2022-05-25,9,East,103,Dairy,12,62.64,0,,5.22,426,Large,0
2022-07-24,2,South,117,Beverages,9,40.95,0,,4.55,656,Large,1
2022-03-25,2,East,102,Dairy,8,36.32,0,,4.54,476,Medium,0
2022-08-21,1,North,104,Beverages,11,40.92,0,,3.72,251,Medium,1
2022-10-12,2,North,120,Dairy,10,60.8,0,,6.08,631,Medium,0
2022-04-07,6,South,107,Snacks,7,50.26,0,,7.18,563,Small,0
2022-04-16,8,East,125,Beverages,7,45.15,0,,6.45,364,Medium,1
2022-11-19,8,East,105,Personal Care,12,107.88,0,,8.99,741,Small,1
2022-07-08,1,South,113,Dairy,15,82.95,0,,5.53,462,Medium,0
2022-11-02,3,South,101,Dairy,11,53.02,0,,4.82,938,Large,0
2022-08-20,9,South,103,Snacks,8,31.68,0,,3.96,357,Large,1
2022-10-13,4,South,108,Household,21,167.58,1,FlashSale,7.98,736,Large,0
2022-02-24,2,South,104,Dairy,16,37.28,0,,2.33,291,Medium,0
2022-06-03,3,North,119,Beverages,9,51.21,1,Discount,5.69,694,Large,0
2022-01-23,5,East,149,Dairy,4,9.56,0,,2.39,436,Small,1
2022-04-20,5,North,115,Dairy,9,83.16,0,,9.24,333,Large,0
2022-11-01,9,East,116,Household,11,99.77,0,,9.07,659,Large,0
2022-10-09,2,North,140,Personal Care,13,125.97,0,,9.69,366,Small,1
2022-11-09,5,North,142,Personal Care,6,34.44,0,,5.74,502,Medium,0
2022-05-14,9,North,133,Personal Care,20,42.8,1,BuyOneGetOne,2.14,512,Large,1
2022-09-14,8,East,134,Personal Care,6,48.96,0,,8.16,964,Medium,0
2022-10-30,8,North,105,Beverages,7,16.66,0,,2.38,192,Large,1
2022-09-23,9,North,114,Household,12,86.4,0,,7.2,469,Large,0
2022-02-02,9,East,136,Beverages,7,35.91,0,,5.13,630,Small,0
2022-04-14,9,South,146,Personal Care,10,31.6,0,,3.16,246,Small,0
2022-06-21,2,East,133,Dairy,21,80.85,1,BuyOneGetOne,3.85,862,Small,0
2022-07-22,9,East,146,Beverages,11,31.79,0,,2.89,512,Medium,0
2022-06-05,7,East,129,Personal Care,11,73.59,0,,6.69,547,Large,1
2022-07-01,3,East,109,Snacks,5,47.3,0,,9.46,894,Large,0
2022-06-01,4,North,110,Snacks,7,20.09,0,,2.87,920,Large,0
2022-12-05,8,North,140,Snacks,7,36.4,0,,5.2,278,Large,0
2022-12-25,4,North,106,Dairy,11,31.57,0,,2.87,738,Medium,1
2022-01-24,4,South,119,Household,8,17.92,0,,2.24,822,Small,0
2022-11-19,1,South,143,Household,9,78.93,0,,8.77,175,Large,1
2022-08-13,4,North,112,Dairy,17,77.01,1,BuyOneGetOne,4.53,560,Medium,1
2022-10-13,5,East,117,Snacks,19,106.02,1,BuyOneGetOne,5.58,240,Large,0
2022-02-25,8,South,103,Household,13,70.07,0,,5.39,322,Medium,0
2022-11-08,6,South,141,Household,21,39.27,1,FlashSale,1.87,949,Medium,0
2022-03-07,4,East,120,Dairy,7,34.09,0,,4.87,817,Medium,0
2022-04-29,7,North,137,Snacks,5,24.9,0,,4.98,896,Small,0
2022-10-12,5,North,143,Beverages,8,37.52,0,,4.69,528,Small,0
2022-03-28,7,North,109,Dairy,5,45.2,0,,9.04,105,Small,0
2022-04-29,6,East,113,Personal Care,8,52.0,0,,6.5,453,Medium,0
2022-01-06,1,North,149,Household,7,65.52,0,,9.36,650,Large,0
2022-12-30,8,North,134,Snacks,8,59.92,0,,7.49,113,Small,0
2022-02-07,7,North,112,Dairy,10,80.0,0,,8.0,953,Small,0
2022-08-18,8,North,145,Household,19,41.04,1,Discount,2.16,189,Large,0
2022-09-29,8,South,119,Snacks,8,44.16,0,,5.52,505,Large,0
2022-07-07,6,South,126,Household,14,49.98,0,,3.57,744,Small,0
2022-05-31,3,East,110,Personal Care,12,48.0,0,,4.0,231,Small,0
2022-12-29,7,South,149,Household,18,155.34,0,,8.63,429,Medium,0
2022-03-01,10,North,101,Beverages,12,91.68,0,,7.64,985,Medium,0
2022-06-08,5,North,106,Dairy,8,75.92,0,,9.49,672,Medium,0
2022-08-22,8,North,138,Personal Care,21,163.17,1,Discount,7.77,569,Small,0
2022-04-16,4,South,142,Dairy,9,47.97,0,,5.33,754,Large,1
2022-11-06,5,South,143,Household,6,45.42,0,,7.57,321,Medium,1
2022-08-22,10,South,132,Beverages,16,67.84,0,,4.24,128,Medium,0
2022-07-30,3,South,129,Personal Care,29,116.58,1,Discount,4.02,197,Large,1
2022-04-25,7,North,149,Beverages,12,39.96,0,,3.33,256,Medium,0
2022-12-16,9,North,138,Beverages,8,16.48,0,,2.06,874,Medium,0
2022-09-11,6,South,110,Personal Care,16,112.96,1,Discount,7.06,847,Large,1
2022-08-23,1,South,135,Household,19,115.9,1,Discount,6.1,231,Small,0
2022-01-05,4,East,131,Beverages,8,35.6,0,,4.45,746,Medium,0
2022-02-24,4,North,103,Snacks,14,53.2,0,,3.8,784,Medium,0
2022-01-15,9,North,104,Household,8,26.24,0,,3.28,581,Medium,1
2022-06-07,8,North,109,Snacks,16,52.96,1,Discount,3.31,912,Small,0
2022-05-14,7,East,144,Household,15,55.5,1,BuyOneGetOne,3.7,838,Medium,1
2022-04-05,7,South,127,Snacks,9,34.11,0,,3.79,442,Small,0
2022-05-07,5,North,148,Personal Care,10,49.5,0,,4.95,705,Large,1
2022-02-26,1,East,138,Dairy,12,31.92,0,,2.66,183,Small,1
2022-01-22,6,North,108,Beverages,11,51.37,0,,4.67,577,Medium,1
2022-08-14,8,South,106,Snacks,8,40.56,0,,5.07,203,Medium,1
2022-05-23,8,South,117,Snacks,19,97.09,1,BuyOneGetOne,5.11,242,Large,0
2022-07-27,7,South,129,Dairy,8,39.6,0,,4.95,392,Medium,0
2022-12-03,6,South,124,Dairy,13,79.69,0,,6.13,257,Large,1
2022-06-08,9,East,109,Beverages,27,61.56,1,BuyOneGetOne,2.28,214,Medium,0
2022-08-21,10,North,121,Snacks,12,53.16,0,,4.43,708,Large,1
2022-01-06,3,South,124,Dairy,7,52.5,0,,7.5,392,Large,0
2022-02-19,9,South,129,Household,6,56.04,0,,9.34,186,Medium,1
2022-12-29,1,East,143,Snacks,10,57.1,0,,5.71,186,Small,0
2022-09-25,9,North,109,Personal Care,21,141.12,1,BuyOneGetOne,6.72,705,Large,1
2022-11-02,2,North,128,Snacks,14,60.9,0,,4.35,621,Small,0
2022-06-24,1,East,111,Dairy,8,50.72,0,,6.34,255,Large,0
2022-05-09,7,East,125,Personal Care,8,42.32,0,,5.29,844,Small,0
2022-08-01,9,East,111,Dairy,8,71.04,0,,8.88,179,Medium,0
2022-01-15,4,North,110,Household,7,22.47,0,,3.21,656,Large,1
2022-04-21,10,East,134,Snacks,22,129.14,1,BuyOneGetOne,5.87,104,Small,0
2022-06-21,4,East,108,Dairy,7,69.51,0,,9.93,286,Small,0
2022-03-16,9,South,134,Snacks,8,16.24,0,,2.03,217,Small,0
2022-05-05,10,North,124,Personal Care,10,68.9,0,,6.89,897,Medium,0
2022-09-11,4,East,128,Snacks,9,52.65,0,,5.85,903,Medium,1
2022-10-18,9,South,148,Personal Care,15,72.3,0,,4.82,601,Medium,0
2022-05-09,8,South,133,Household,8,21.52,0,,2.69,238,Small,0
2022-07-18,1,South,118,Household,27,45.36,1,BuyOneGetOne,1.68,159,Large,0
2022-04-25,1,South,102,Household,10,48.0,0,,4.8,415,Medium,0
2022-04-02,7,North,138,Snacks,19,117.99,0,,6.21,100,Medium,1
2022-08-16,4,North,102,Personal Care,13,128.44,0,,9.88,731,Large,0
2022-10-20,4,South,129,Snacks,11,67.32,0,,6.12,222,Large,0
2022-06-23,8,East,133,Dairy,19,78.66,1,Discount,4.14,249,Large,0
2022-06-27,1,North,145,Snacks,7,20.93,0,,2.99,474,Medium,0
2022-07-03,6,East,149,Personal Care,14,115.64,0,,8.26,528,Medium,1
2022-03-27,9,South,126,Household,9,68.22,0,,7.58,400,Medium,1
2022-11-11,9,North,104,Beverages,11,36.52,0,,3.32,689,Small,0
2022-06-19,8,East,120,Personal Care,8,51.6,0,,6.45,540,Medium,1
2022-03-04,9,East,128,Snacks,11,108.79,0,,9.89,455,Large,0
2022-12-19,6,North,122,Snacks,22,145.42,1,BuyOneGetOne,6.61,106,Large,0
2022-07-13,5,North,136,Dairy,9,84.42,0,,9.38,160,Large,0
2022-08-22,4,South,130,Snacks,14,36.96,0,,2.64,408,Small,0
2022-11-11,3,North,118,Household,10,88.0,0,,8.8,766,Large,0
2022-02-05,9,South,128,Personal Care,13,103.74,0,,7.98,552,Small,1
2022-09-24,9,East,144,Snacks,13,90.61,0,,6.97,437,Small,1
2022-06-09,3,East,142,Household,17,145.18,0,,8.54,701,Large,0
2022-06-28,7,East,113,Personal Care,16,72.96,1,BuyOneGetOne,4.56,361,Large,0
2022-12-09,2,East,135,Personal Care,9,73.08,0,,8.12,198,Medium,0
2022-04-13,10,South,127,Beverages,12,90.48,0,,7.54,192,Small,0
2022-10-18,2,North,141,Household,10,51.4,0,,5.14,413,Large,0
2022-08-18,9,North,115,Dairy,14,81.2,1,FlashSale,5.8,433,Large,0
2022-11-24,5,North,139,Snacks,19,116.28,1,FlashSale,6.12,594,Small,0
2022-03-23,5,South,106,Beverages,17,132.6,1,Discount,7.8,309,Small,0
2022-06-12,3,East,150,Personal Care,13,107.51,0,,8.27,965,Small,1
2022-08-24,10,North,136,Dairy,22,120.34,1,FlashSale,5.47,432,Small,0
2022-11-03,8,North,111,Personal Care,14,74.2,0,,5.3,624,Small,0
2022-11-27,1,South,145,Beverages,5,39.55,0,,7.91,492,Medium,1
2022-07-17,8,South,148,Beverages,8,31.36,0,,3.92,380,Medium,1
2022-01-09,4,East,145,Beverages,16,121.76,1,Discount,7.61,361,Medium,1
2022-01-01,9,East,128,Beverages,20,153.2,1,FlashSale,7.66,838,Large,1
2022-09-07,7,South,138,Beverages,9,20.88,0,,2.32,716,Large,0
2022-03-12,6,North,129,Personal Care,9,59.85,0,,6.65,621,Small,1
2022-12-31,2,East,147,Beverages,12,24.84,0,,2.07,840,Medium,1
2022-07-28,2,North,138,Dairy,22,175.56,1,BuyOneGetOne,7.98,825,Medium,0
2022-08-03,6,South,149,Snacks,11,42.79,0,,3.89,497,Large,0
2022-11-14,3,East,110,Snacks,15,46.5,1,Discount,3.1,200,Medium,0
2022-03-19,4,South,109,Beverages,25,130.5,1,BuyOneGetOne,5.22,138,Large,1
2022-07-26,9,North,111,Dairy,10,62.6,0,,6.26,830,Large,0
2022-11-16,10,North,130,Household,28,217.84,1,Discount,7.78,679,Medium,0
2022-08-15,9,East,141,Personal Care,7,47.95,0,,6.85,581,Medium,0
2022-10-19,2,North,101,Snacks,11,99.11,0,,9.01,333,Small,0
2022-10-24,10,East,119,Household,16,90.88,0,,5.68,652,Small,0
2022-01-09,9,East,131,Dairy,6,49.92,0,,8.32,407,Small,1
2022-03-17,10,North,125,Personal Care,7,60.27,0,,8.61,709,Medium,0
2022-07-22,1,East,145,Snacks,13,89.96,1,FlashSale,6.92,514,Large,0
2022-02-02,9,South,146,Snacks,7,20.02,0,,2.86,655,Large,0
2022-10-15,2,East,141,Household,8,35.28,0,,4.41,514,Medium,1
2022-03-16,3,East,124,Beverages,12,46.08,0,,3.84,247,Large,0
2022-05-22,10,North,129,Dairy,8,24.72,0,,3.09,100,Small,1
2022-07-05,9,East,142,Dairy,6,54.12,0,,9.02,213,Large,0
2022-03-19,9,North,118,Dairy,8,42.32,0,,5.29,573,Large,1
2022-09-21,8,East,128,Personal Care,23,104.42,1,Discount,4.54,463,Medium,0
2022-05-14,10,South,108,Dairy,10,37.0,0,,3.7,849,Medium,1
2022-09-20,9,North,125,Beverages,12,76.08,0,,6.34,540,Medium,0
2022-05-12,5,East,109,Household,9,47.43,0,,5.27,520,Small,0
2022-07-20,7,North,104,Personal Care,13,74.1,0,,5.7,437,Small,0
2022-04-23,9,East,112,Snacks,10,30.3,0,,3.03,626,Small,1
2022-10-13,8,East,131,Snacks,12,36.36,0,,3.03,619,Small,0
2022-05-31,2,South,129,Personal Care,7,16.38,0,,2.34,525,Large,0
2022-01-07,8,North,137,Dairy,12,80.52,0,,6.71,714,Medium,0
2022-06-20,3,East,122,Dairy,14,127.68,0,,9.12,135,Large,0
2022-03-20,10,South,125,Dairy,14,110.04,1,BuyOneGetOne,7.86,926,Large,1
2022-11-16,7,East,126,Personal Care,8,66.4,0,,8.3,766,Large,0
2022-03-17,7,South,147,Household,8,71.12,0,,8.89,333,Small,0
2022-04-26,7,North,143,Dairy,11,90.42,0,,8.22,637,Large,0
2022-12-20,8,South,128,Dairy,8,78.64,0,,9.83,287,Large,0
2022-05-06,10,East,140,Personal Care,10,88.6,0,,8.86,474,Large,0
2022-05-23,7,North,141,Personal Care,24,177.12,1,Discount,7.38,280,Large,0
2022-11-02,1,East,138,Beverages,12,51.96,0,,4.33,459,Medium,0
